size;time
21700;5
21800;5
21900;5
22000;5
22100;5
22200;5
22300;5
22400;5
22500;5
22600;5
22700;5
22800;5
22900;5
23000;5
23100;5
23200;5
23300;6
23400;5
23500;5
23600;5
23700;5
23800;6
23900;5
24000;5
24100;6
24200;5
24300;7
24400;6
24500;6
24600;5
24700;6
24800;6
24900;5
25000;6
25100;6
25200;5
25300;6
25400;6
25500;6
25600;7
25700;6
25800;6
25900;6
26000;6
26100;6
26200;6
26300;6
26400;6
26500;7
26600;6
26700;6
26800;7
26900;6
27000;6
27100;7
27200;7
27300;7
27400;6
27500;7
27600;7
27700;7
27800;7
27900;8
28000;6
28100;8
28200;7
28300;7
28400;7
28500;7
28600;7
28700;7
28800;7
28900;7
29000;7
29100;7
29200;10
29300;7
29400;7
29500;7
29600;7
29700;7
29800;7
29900;7
30000;8
30100;7
30200;7
30300;7
30400;8
30500;8
30600;8
30700;8
30800;8
30900;9
31000;7
31100;7
31200;7
31300;7
31400;7
31500;7
31600;7
31700;8
31800;7
31900;8
32000;8
32100;8
32200;8
32300;8
32400;8
32500;8
32600;8
32700;8
32800;8
32900;9
33000;8
33100;8
33200;8
33300;8
33400;8
33500;8
33600;8
33700;9
33800;9
33900;10
34000;8
34100;8
34200;8
34300;8
34400;8
34500;8
34600;8
34700;9
34800;8
34900;8
35000;9
35100;9
35200;9
35300;9
35400;9
35500;9
35600;9
35700;9
35800;9
35900;9
36000;9
36100;9
36200;9
36300;9
36400;9
36500;11
36600;9
36700;9
36800;9
36900;9
37000;9
37100;9
37200;9
37300;10
37400;9
37500;9
37600;9
37700;9
37800;9
37900;9
38000;9
38100;10
38200;10
38300;10
38400;9
38500;10
38600;10
38700;9
38800;10
38900;11
39000;10
39100;10
39200;10
39300;10
39400;10
39500;10
39600;10
39700;10
39800;10
39900;11
40000;10
40100;10
40200;10
40300;12
40400;10
40500;10
40600;10
40700;10
40800;10
40900;10
41000;10
41100;10
41200;13
41300;10
41400;10
41500;10
41600;11
41700;11
41800;11
41900;11
42000;11
42100;11
42200;11
42300;11
42400;11
42500;11
42600;12
42700;12
42800;12
42900;12
43000;12
43100;12
43200;12
43300;14
43400;13
43500;13
43600;13
43700;13
43800;13
43900;13
44000;13
44100;13
44200;13
44300;13
44400;13
44500;14
44600;14
44700;14
44800;14
44900;14
45000;14
45100;14
45200;14
45300;14
45400;14
45500;14
45600;14
45700;14
45800;14
45900;15
46000;14
46100;15
46200;15
46300;15
46400;15
46500;16
46600;15
46700;15
46800;15
46900;15
47000;15
47100;16
47200;16
47300;16
47400;16
47500;16
47600;16
47700;16
47800;16
47900;17
48000;16
48100;16
48200;16
48300;16
48400;16
48500;16
48600;17
48700;17
48800;17
48900;17
49000;17
49100;17
49200;18
49300;18
49400;18
49500;18
49600;18
49700;18
49800;18
49900;18
50000;18
50100;19
50200;18
50300;18
50400;19
50500;19
50600;18
50700;19
50800;19
50900;19
51000;19
51100;19
51200;19
51300;19
51400;19
51500;19
51600;19
51700;23
51800;19
51900;21
52000;20
52100;20
52200;20
52300;20
52400;20
52500;20
52600;20
52700;20
52800;20
52900;20
53000;20
53100;20
53200;20
53300;20
53400;20
53500;20
53600;21
53700;20
53800;21
53900;20
54000;20
54100;20
54200;22
54300;21
54400;20
54500;21
54600;21
54700;21
54800;21
54900;21
55000;21
55100;21
55200;21
55300;21
55400;22
55500;21
55600;21
55700;21
55800;21
55900;21
56000;21
56100;21
56200;21
56300;20
56400;21
56500;21
56600;21
56700;21
56800;22
56900;22
57000;22
57100;22
57200;22
57300;22
57400;22
57500;22
57600;22
57700;22
57800;22
57900;22
58000;22
58100;22
58200;21
58300;21
58400;21
58500;22
58600;22
58700;23
58800;22
58900;23
59000;23
59100;22
59200;22
59300;23
59400;23
59500;22
59600;22
59700;22
59800;22
59900;22
60000;22
60100;22
60200;22
60300;22
60400;22
60500;23
60600;22
60700;22
60800;25
60900;23
61000;23
61100;23
61200;23
61300;24
61400;23
61500;23
61600;23
61700;23
61800;22
61900;23
62000;23
62100;23
62200;23
62300;23
62400;23
62500;23
62600;23
62700;23
62800;24
62900;24
63000;24
63100;24
63200;24
63300;23
63400;23
63500;23
63600;24
63700;24
63800;24
63900;24
64000;24
64100;25
64200;25
64300;25
64400;25
64500;25
64600;24
64700;24
64800;24
64900;24
65000;24
65100;24
65200;24
65300;24
65400;24
65500;24
65600;24
65700;24
65800;25
65900;25
66000;25
66100;25
66200;25
66300;25
66400;25
66500;25
66600;26
66700;25
66800;25
66900;26
67000;27
67100;25
67200;24
67300;25
67400;25
67500;25
67600;25
67700;25
67800;25
67900;25
68000;25
68100;25
68200;25
68300;25
68400;25
68500;26
68600;25
68700;25
68800;25
68900;25
69000;25
69100;25
69200;25
69300;25
69400;25
69500;25
69600;25
69700;26
69800;26
69900;26
70000;26
70100;26
70200;26
70300;26
70400;26
70500;26
70600;26
70700;26
70800;26
70900;26
71000;26
71100;26
71200;26
71300;26
71400;26
71500;26
71600;26
71700;26
71800;26
71900;25
72000;26
72100;25
72200;26
72300;26
72400;26
72500;26
72600;26
72700;26
72800;26
72900;26
73000;26
73100;27
73200;26
73300;27
73400;27
73500;28
73600;27
73700;28
73800;28
73900;28
74000;28
74100;28
74200;27
74300;27
74400;27
74500;26
74600;26
74700;27
74800;27
74900;27
75000;26
75100;27
75200;27
75300;27
75400;27
75500;27
75600;27
75700;27
75800;27
75900;27
76000;27
76100;27
76200;27
76300;28
76400;28
76500;28
76600;27
76700;27
76800;27
76900;28
77000;29
77100;29
77200;29
77300;29
77400;29
77500;29
77600;29
77700;29
77800;29
77900;30
78000;29
78100;29
78200;29
78300;29
78400;28
78500;28
78600;28
78700;28
78800;28
78900;29
79000;28
79100;28
79200;29
79300;29
79400;29
79500;29
79600;29
79700;29
79800;29
79900;29
80000;29
80100;29
80200;29
80300;29
80400;29
80500;29
80600;30
80700;30
80800;29
80900;30
81000;31
81100;31
81200;30
81300;31
81400;31
81500;31
81600;30
81700;30
81800;30
81900;30
82000;31
82100;31
82200;32
82300;33
82400;34
82500;35
82600;35
82700;35
82800;35
82900;35
83000;34
83100;37
83200;36
83300;55
83400;61
83500;41
83600;39
83700;39
83800;40
83900;40
84000;41
84100;41
84200;41
84300;43
84400;40
84500;39
84600;39
84700;40
84800;38
84900;38
85000;38
85100;38
85200;38
85300;38
85400;38
85500;39
85600;40
85700;39
85800;42
85900;40
86000;40
86100;39
86200;39
86300;39
86400;39
86500;40
86600;39
86700;39
86800;37
86900;38
87000;38
87100;38
87200;37
87300;38
87400;39
87500;40
87600;39
87700;39
87800;38
87900;38
88000;39
88100;40
88200;40
88300;40
88400;38
88500;38
88600;38
88700;38
88800;38
88900;39
89000;39
89100;40
89200;41
89300;42
89400;40
89500;39
89600;37
89700;37
89800;36
89900;34
90000;35
90100;37
90200;33
90300;33
90400;32
90500;32
90600;32
90700;39
90800;40
90900;44
91000;43
91100;44
91200;42
91300;42
91400;42
91500;43
91600;40
91700;40
91800;40
91900;40
92000;40
92100;40
92200;40
92300;40
92400;39
92500;39
92600;39
92700;38
92800;38
92900;38
93000;38
93100;39
93200;38
93300;38
93400;37
93500;38
93600;37
93700;37
93800;37
93900;36
94000;36
94100;37
94200;36
94300;36
94400;37
94500;36
94600;36
94700;35
94800;37
94900;36
95000;37
95100;37
95200;37
95300;36
95400;35
95500;36
95600;36
95700;36
95800;36
95900;35
96000;36
96100;36
96200;36
96300;37
96400;36
96500;36
96600;36
96700;35
96800;35
96900;35
97000;34
97100;35
97200;35
97300;35
97400;35
97500;35
97600;35
97700;35
97800;35
97900;35
98000;35
98100;35
98200;35
98300;35
98400;35
98500;34
98600;33
98700;36
98800;36
98900;35
99000;34
99100;34
99200;35
99300;32
99400;32
99500;33
99600;34
99700;34
99800;33
99900;38
100000;40
100100;40
100200;40
100300;40
100400;40
100500;41
100600;40
100700;39
100800;39
100900;39
101000;39
101100;39
101200;38
101300;38
101400;37
101500;38
101600;38
101700;38
101800;38
101900;38
102000;38
102100;38
102200;38
102300;39
102400;38
102500;38
102600;37
102700;39
102800;39
102900;37
103000;37
103100;37
103200;37
103300;37
103400;37
103500;37
103600;38
103700;38
103800;38
103900;38
104000;38
104100;38
104200;38
104300;38
104400;38
104500;37
104600;37
104700;37
104800;37
104900;37
105000;37
105100;37
105200;37
105300;37
105400;37
105500;37
105600;37
105700;38
105800;38
105900;38
106000;37
106100;38
106200;37
106300;37
106400;37
106500;37
106600;37
106700;37
106800;40
106900;38
107000;38
107100;38
107200;38
107300;38
107400;38
107500;38
107600;38
107700;38
107800;39
107900;39
108000;39
108100;38
108200;39
108300;39
108400;38
108500;38
108600;38
108700;38
108800;39
108900;38
109000;38
109100;40
109200;41
109300;40
109400;40
109500;41
109600;41
109700;41
109800;41
109900;41
110000;41
110100;43
110200;43
110300;41
110400;42
110500;43
110600;43
110700;41
110800;41
110900;41
111000;42
111100;41
111200;42
111300;42
111400;41
111500;42
111600;44
111700;42
111800;42
111900;42
112000;41
112100;42
112200;42
112300;43
112400;53
112500;43
112600;43
112700;44
112800;43
112900;44
113000;43
113100;42
113200;43
113300;45
113400;44
113500;44
113600;43
113700;44
113800;45
113900;44
114000;44
114100;42
114200;42
114300;44
114400;45
114500;44
114600;44
114700;44
114800;43
114900;43
115000;43
115100;43
115200;43
115300;43
115400;44
115500;44
115600;47
115700;47
115800;49
115900;49
116000;47
116100;46
116200;43
116300;44
116400;44
116500;46
116600;43
116700;45
116800;47
116900;45
117000;45
117100;44
117200;43
117300;43
117400;44
117500;44
117600;44
117700;44
117800;44
117900;45
118000;46
118100;46
118200;46
118300;45
118400;44
118500;44
118600;46
118700;45
118800;44
118900;44
119000;45
119100;46
119200;47
119300;45
119400;44
119500;45
119600;44
119700;46
119800;45
119900;45
120000;45
120100;50
120200;48
120300;48
120400;50
120500;47
120600;55
120700;51
120800;50
120900;50
121000;49
121100;50
121200;49
121300;51
121400;51
121500;53
121600;52
121700;52
121800;51
121900;51
122000;51
122100;51
122200;51
122300;49
122400;49
122500;49
122600;49
122700;48
122800;47
122900;47
123000;48
123100;49
123200;46
123300;46
123400;46
123500;46
123600;46
123700;47
123800;46
123900;46
124000;45
124100;45
124200;45
124300;45
124400;44
124500;45
124600;46
124700;45
124800;45
124900;46
125000;46
125100;45
125200;45
125300;46
125400;44
125500;46
125600;45
125700;45
125800;44
125900;45
126000;45
126100;49
126200;47
126300;46
126400;46
126500;49
126600;47
126700;50
126800;50
126900;53
127000;49
127100;49
127200;49
127300;49
127400;49
127500;47
127600;50
127700;55
127800;46
127900;45
128000;46
128100;44
128200;44
128300;45
128400;45
128500;50
128600;45
128700;55
128800;55
128900;53
129000;53
129100;57
129200;55
129300;53
129400;52
129500;52
129600;52
129700;50
129800;50
129900;50
130000;51
130100;49
130200;51
130300;51
130400;51
130500;51
130600;49
130700;49
130800;48
130900;47
131000;47
131100;47
131200;47
131300;47
131400;47
131500;48
131600;47
131700;46
131800;46
131900;46
132000;46
132100;49
132200;46
132300;46
132400;47
132500;48
132600;46
132700;46
132800;46
132900;46
133000;47
133100;46
133200;46
133300;46
133400;47
133500;48
133600;47
133700;46
133800;47
133900;47
134000;47
134100;46
134200;46
134300;47
134400;47
134500;47
134600;47
134700;47
134800;47
134900;45
135000;48
135100;47
135200;47
135300;47
135400;48
135500;47
135600;48
135700;48
135800;47
135900;48
136000;48
136100;47
136200;47
136300;47
136400;47
136500;48
136600;47
136700;48
136800;48
136900;49
137000;49
137100;49
137200;50
137300;49
137400;48
137500;48
137600;47
137700;46
137800;47
137900;48
138000;47
138100;48
138200;49
138300;50
138400;48
138500;48
138600;47
138700;49
138800;48
138900;48
139000;50
139100;49
139200;48
139300;47
139400;47
139500;47
139600;47
139700;47
139800;47
139900;48
140000;49
140100;49
140200;47
140300;48
140400;49
140500;49
140600;47
140700;50
140800;48
140900;47
141000;49
141100;49
141200;49
141300;48
141400;48
141500;47
141600;48
141700;48
141800;48
141900;48
142000;48
142100;48
142200;48
142300;48
142400;48
142500;48
142600;48
142700;48
142800;48
142900;48
143000;49
143100;49
143200;48
143300;50
143400;50
143500;52
143600;51
143700;50
143800;50
143900;49
144000;50
144100;50
144200;50
144300;50
144400;50
144500;50
144600;50
144700;49
144800;49
144900;49
145000;49
145100;49
145200;50
145300;50
145400;49
145500;49
145600;51
145700;49
145800;49
145900;50
146000;53
146100;51
146200;52
146300;51
146400;51
146500;50
146600;50
146700;51
146800;51
146900;51
147000;50
147100;50
147200;50
147300;50
147400;50
147500;50
147600;50
147700;50
147800;50
147900;50
148000;50
148100;50
148200;97
148300;57
148400;57
148500;57
148600;56
148700;57
148800;57
148900;57
149000;57
149100;56
149200;55
149300;55
149400;55
149500;54
149600;54
149700;54
149800;54
149900;54
150000;54
150100;55
150200;56
150300;55
150400;54
150500;53
150600;55
150700;56
150800;56
150900;53
151000;54
151100;58
151200;53
151300;56
151400;54
151500;55
151600;54
151700;55
151800;55
151900;54
152000;54
152100;53
152200;55
152300;54
152400;54
152500;55
152600;55
152700;56
152800;55
152900;57
153000;55
153100;55
153200;56
153300;56
153400;55
153500;55
153600;54
153700;54
153800;55
153900;55
154000;54
154100;54
154200;55
154300;54
154400;56
154500;54
154600;54
154700;54
154800;54
154900;54
155000;54
155100;55
155200;54
155300;53
155400;52
155500;54
155600;54
155700;53
155800;56
155900;53
156000;53
156100;53
156200;53
156300;55
156400;54
156500;54
156600;55
156700;54
156800;55
156900;55
157000;55
157100;55
157200;53
157300;55
157400;55
157500;54
157600;53
157700;54
157800;54
157900;53
158000;55
158100;56
158200;55
158300;56
158400;55
158500;56
158600;56
158700;55
158800;56
158900;56
159000;56
159100;55
159200;55
159300;56
159400;56
159500;56
159600;54
159700;55
159800;56
159900;57
160000;56
160100;56
160200;59
160300;56
160400;56
160500;56
160600;56
160700;60
160800;56
160900;56
161000;56
161100;57
161200;60
161300;57
161400;57
161500;57
161600;57
161700;57
161800;57
161900;55
162000;55
162100;55
162200;55
162300;55
162400;55
162500;55
162600;55
162700;55
162800;56
162900;55
163000;55
163100;56
163200;57
163300;58
163400;57
163500;57
163600;58
163700;56
163800;55
163900;56
164000;58
164100;58
164200;58
164300;55
164400;56
164500;56
164600;57
164700;57
164800;57
164900;58
165000;88
165100;59
165200;60
165300;61
165400;60
165500;60
165600;59
165700;58
165800;58
165900;60
166000;58
166100;58
166200;58
166300;58
166400;58
166500;62
166600;59
166700;60
166800;60
166900;60
167000;60
167100;60
167200;60
167300;60
167400;59
167500;60
167600;60
167700;61
167800;60
167900;62
168000;60
168100;60
168200;60
168300;59
168400;59
168500;61
168600;60
168700;60
168800;59
168900;60
169000;59
169100;59
169200;59
169300;60
169400;59
169500;59
169600;58
169700;60
169800;59
169900;60
170000;59
170100;61
170200;62
170300;59
170400;58
170500;58
170600;59
170700;59
170800;58
170900;59
171000;60
171100;60
171200;61
171300;62
171400;75
171500;77
171600;68
171700;67
171800;67
171900;65
172000;64
172100;64
172200;64
172300;65
172400;65
172500;62
172600;64
172700;63
172800;62
172900;63
173000;64
173100;65
173200;65
173300;65
173400;64
173500;62
173600;63
173700;62
173800;63
173900;62
174000;61
174100;61
174200;61
174300;64
174400;63
174500;62
174600;59
174700;59
174800;57
174900;59
175000;62
175100;63
175200;63
175300;63
175400;62
175500;63
175600;62
175700;61
175800;61
175900;61
176000;61
176100;62
176200;62
176300;63
176400;61
176500;62
176600;63
176700;62
176800;63
176900;62
177000;62
177100;62
177200;62
177300;62
177400;62
177500;62
177600;62
177700;63
177800;62
177900;61
178000;60
178100;61
178200;62
178300;61
178400;60
178500;62
178600;62
178700;62
178800;63
178900;63
179000;64
179100;62
179200;61
179300;61
179400;61
179500;61
179600;61
179700;61
179800;63
179900;64
180000;66
180100;66
180200;68
180300;68
180400;72
180500;74
180600;77
180700;74
180800;74
180900;74
181000;85
181100;72
181200;84
181300;77
181400;70
181500;71
181600;74
181700;77
181800;83
181900;95
182000;99
182100;102
182200;114
182300;108
182400;95
182500;91
182600;87
182700;87
182800;90
182900;99
183000;107
183100;105
183200;95
183300;93
183400;108
183500;101
183600;98
183700;106
183800;100
183900;98
184000;95
184100;88
184200;85
184300;89
184400;81
184500;83
184600;85
184700;83
184800;81
184900;149
185000;122
185100;108
185200;101
185300;112
185400;103
185500;103
185600;115
185700;99
185800;97
185900;94
186000;91
186100;114
186200;103
186300;110
186400;95
186500;97
186600;99
186700;97
186800;105
186900;101
187000;112
187100;99
187200;95
187300;96
187400;86
187500;82
187600;77
187700;77
187800;74
187900;71
188000;71
188100;73
188200;85
188300;85
188400;85
188500;83
188600;81
188700;87
188800;105
188900;91
189000;85
189100;81
189200;77
189300;77
189400;77
189500;78
189600;95
189700;101
189800;100
189900;92
190000;92
190100;102
190200;100
190300;92
190400;92
190500;92
190600;87
190700;86
190800;82
190900;91
191000;91
191100;94
191200;90
191300;88
191400;88
191500;88
191600;88
191700;88
191800;87
191900;86
192000;84
192100;85
192200;85
192300;84
192400;84
192500;86
192600;87
192700;95
192800;86
192900;85
193000;85
193100;96
193200;92
193300;86
193400;86
193500;87
193600;85
193700;85
193800;85
193900;85
194000;86
194100;91
194200;87
194300;88
194400;87
194500;83
194600;81
194700;94
194800;91
194900;83
195000;81
195100;79
195200;77
195300;116
195400;117
195500;147
195600;175
195700;163
195800;149
195900;129
196000;118
196100;114
196200;107
196300;108
196400;99
196500;91
196600;113
196700;105
196800;107
196900;104
197000;105
197100;98
197200;94
197300;91
197400;88
197500;89
197600;87
197700;86
197800;85
197900;84
198000;82
198100;80
198200;82
198300;79
198400;83
198500;87
198600;79
198700;75
198800;83
198900;74
199000;78
199100;74
199200;85
199300;92
199400;121
199500;111
199600;98
199700;96
199800;95
199900;91
